가수명,노래제목,발매일,가사,좋아요수,순위
김나영,가끔 내가,2014-06-27,무슨 말이라도 좀 해봐 잘못 나온 말이 였다고 헤어지잔 너의 그 말에 털석 주저 앉은 날 그냥 바라보고 있는 너 그런거니 내손조차 잡을수도 없을만큼 내가 싫어졌니 날 사랑했던 니가 니가 멀어져가 늘 나만알던 니맘 니맘 남겨둔채 나 혼자 갖긴 너무 힘든 다 지워 내긴 너무 많은 우리 사랑을 혼자하기엔 너무 아파 난 좀 다를 것만 같았어 이별을 한 뒤에도 쉽게 잊을거라 믿었어 근데 가끔 숨도 쉬지 못할 만큼 너무아파 그냥 울고 있어 날 사랑했던 니가 니가 멀어져가 늘 나만알던 니맘 니맘 남겨둔채 나 혼자 갖긴 너무 힘든 다 지워 내긴 너무 많은 우리 사랑을 혼자하기엔 너무 아파 더 얼마나 아파야 내가 떠난 너를 그래 너를 잊을수가 있을까 아무리 널 지워봐도 매일 넌 그 자리에 널 사랑하는 내가 내가 여기있어 수많았던 추억 모두 간직한 채 혹시라도 가끔 니가 힘들어서 가끔 내가 그리울때면 미안해말고 내게 와줘 그래 가끔 내가 생각날땐 ,49081,1813
양요섭,첫눈,2021-11-29,첫 눈이 내리던 날 그대 손을 꼭 잡고 사뿐히 앉은 흰 눈을 밟고 걸었죠 이 세상에서 가장 아름다운 그 사람이 날 아프게 할 줄 모르고 안녕이란 말을 하네요 나를 떠나가네요 내 손을 차갑게 놓은 사람 널 사랑해 가슴 아파도 괜찮아 널 사랑해 눈물 흘러도 괜찮아 니가 다른 사람 만나서 나보다 행복하다면 난 괜찮아 널 사랑하니까 멀어지는 뒷모습 보며 나도 울고 말았죠 얼마나 내가 사랑했는데 널 사랑해 가슴 아파도 괜찮아 널 사랑해 눈물 흘러도 괜찮아 니가 다른 사람 만나서 나보다 행복하다면 난 괜찮아 널 사랑하니까 흰 눈이 다시 내리는 날엔 그 때마다 그대 생각 날 텐데 그대 보고 싶을 때마다 나 어떻게 하죠 어떻게 그댈 잊고 살아가죠 내 가슴에 살았던 사람이니까 내 일생을 바쳤던 사람이니까 하늘이 허락하는 그 날 우리 다시 만난다면 그 땐 우리 헤어지지 말자 ,9958,1814
린,나를 사랑하지 않는 그대에게,2021-06-29,난 너에게 편지를 써 내 모든걸 말하겠어 변함없는 마음을 적어주겠어 난 저 별에게 다짐했어 내 모든걸 다 걸겠어 끝도 없는 사랑을 보여주겠어 더 외로워 너를 이렇게 안으면 너를 내 꿈에 안으면 깨워줘 이렇게 그리운 건 울고 싶은건 난 괴로워 니가 나 아니라 다른 사람 에게만 웃고 사랑을 말하고 또 그렇게 싫어해 날 난 욕심이 너무 깊어 더 많은 걸 갖고싶어 너의 마음을 가질수없는 난 슬퍼 다 외로워 너를 이렇게 안으면 너를 내 꿈에 안으면 깨워줘 이렇게 그리운건 울고 싶은건 난 괴로워 니가 나 아니라 다른 사람에게만 웃고 사랑을 말하고 또 그렇게 날 싫어해 날 너에게 편지를 써 내 모든걸 말하겠어 ,3966,1815
10CM,스토커,2021-04-02,나도 알아 나의 문제가 무엇인지 난 못났고 별 볼 일 없지 그 애가 나를 부끄러워 한다는 게 슬프지만 내가 뭐라고 빛나는 누군갈 좋아하는 일에 기준이 있는 거라면 이해할 수 없지만 할 말 없는걸 난 안경 쓴 샌님이니까 내가 이렇게 사랑하는데 이렇게 원하는데 나는 아무것도 할 수 없고 바라만 보는데도 내가 그렇게 불편할까요 내가 나쁜 걸까요 아마도 내일도 그 애는 뒷모습만 이제 알아 나의 할 일이 무엇인지 다 포기하고 참아야 하지 저 잘 나가는 너의 남자친구처럼 되고 싶지만 불가능하지 빛나는 누군갈 좋아하는 일에 기준이 있는 거라면 이해할 수 없지만 할 말 없는걸 난 안경 쓴 샌님이니까 내가 이렇게 사랑하는데 이렇게 원하는데 나는 아무것도 할 수 없고 바라만 보는데도 내가 그렇게 불편할까요 내가 나쁜 걸까요 아마도 내일도 그 애는 나는 왜 이런 사람 이런 모습이고 이런 사랑을 하고 나는 아무것도 될 수 없고 바라만 보는데도 내가 그렇게 불편하니까 내가 나쁜 거니까 아마도 내일도 그 애는 나도 알아 나의 문제가 무엇인지 ,5038,1816
김종국,My Love,2022-01-27,My love 그대가 날 지켜주네요 그대가 모르게 말이죠 My love 왠지 슬픈 그대 눈을 보면은 나 역시 불안한 하룰 보내요 사랑을 하고 있죠 그댈 찾아다니네요 바람 같은 사랑 내 귓가에 스쳐요 I love you I need you 빠져있죠 My love 항상 난 그대만 보면서 그대를 지키며 살아요 My love 그대 소식 듣고 싶은 날이면 나 혼자 나 혼자 기다리네요 사랑을 하고 있죠 그댈 찾아다니네요 바람 같은 사랑 내 귓가에 스쳐요 I love you I need you 가슴 속에 응어릴 숨기면서 살아온 날 바보라고 해도 좋아요 난 꿈에서라도 그대 손을 잡으려 원하고 또 원하고 있어 사랑을 하고 있죠 그댈 찾아다니네요 바람 같은 사랑 내 귓가에 스쳐요 I love you I need you 빠져있죠 빠져있죠 ,3331,1817
기현 (Kihyun),세월이 가면,2016-01-02,그대 나를 위해 웃음을 보여도 허탈한 표정 감출순 없어 힘없이 뒤돌아선 그대의 모습을 흐린 눈으로 바라만 보네 나는 알고 있어요 우리의 사랑은 이것이 마지막이라는 것을 서로가 원한다 해도 영원할 순 없어요 저 흘러가는 시간 앞에서는 세월이 가면 가슴이 터질듯한 그리운 마음이야 잊는다 해도 한없이 소중했던 사랑이 있었음을 잊지 말고 기억해줘요 세월이 가면 세월이 가면 세월이 가면 가슴이 터질듯한 그리운 마음이야 잊는다 해도 한없이 소중했던 사랑이 있었음을 잊지 말고 기억해줘요 한없이 소중했던 사랑이 있었음을 잊지 말고 기억해줘요 ,35866,1818
백현 (BAEKHYUN),너에게 가는 이 길 위에서 (너.이.길),2020-02-29,숨이 차올라서 주저앉고 말았어 결국 길을 잃어버린 걸까 깊게 새겨진 발자국 위에 나 홀로 무심히 널 부르다 웃음 짓고 있어 내가 이제야 알아 행복해지려면 네가 있어야 한다는 걸 들리니 내 목소리가 너를 향한 길 위에서 소리쳐 보는 메아리가 너에게 닿을 수 있을까 바람이 차가워도 어디에 있다 해도 눈을 감고 너를 떠올리면 내게만 봄이 온 것만 같아 들리니 내 목소리가 너를 향한 길 위에서 소리쳐 보는 메아리가 너에게 닿을 수 있을까 난 너 없는 이 길 위에서 내 마음을 다 준 사람이 너였다고 전부 너라고 널 다시 만나면 그때 말해줄게 이길에 끝에서 난 가슴 아파한 지난날들 날 꿈을 꾸며 살게 해준 너를 향해 가는 길 위에서 너에게 가는 이길 너를 향한 길 위에서 소리쳐보는 메아리가 너에게 닿을 수 있기를 너에게 가는 이길 ,80492,1819
전상근,먼 훗날에,2022-05-11,긴 한숨만이 가득 차버린 내 안에 바람이 불어오더니 안부를 물어 머나먼 길을 돌아와 내 앞에 멈추어 날 가엽게 생각해 잠시 머문 걸까 언젠가 내게로 돌아온다는 말 없이 넌 그렇게 떠나겠지 네 향기만 남겨놓고 먼 훗날에 우연히 다시 마주칠 때면 어제 만난 것처럼 지그시 바라봐요 아무렇지 않게 코끝이 시려올 때면 한 번씩 떠올라 힘들었던 맘에 따스히 위로를 남기고 언젠가 내게로 돌아온다는 말 없이 넌 그렇게 떠나겠지 네 향기만 남겨놓고 먼 훗날에 우연히 다시 마주칠 때면 어제 만난 것처럼 지그시 바라봐요 아무렇지 않게 문득 내 얼굴 생각나면 가끔씩 나를 스쳐 가며 한번 웃어줘요 언젠가 내게로 돌아온다는 말 없이 넌 그렇게 떠나겠지 네 향기만 남겨놓고 먼 훗날에 우연히 다시 마주칠 때면 어제 만난 것처럼 지그시 바라봐요 아무렇지 않게 ,1514,1820
포맨 (4MEN),U,2010-08-26,시간이 멈춘 것 같아 내 두 볼을 꼬집어 심장이 멈춘 것 같아 내 입술을 깨물고 사랑에 빠진 것 같아 어쩔 줄을 모르고 마법에 빠진 것 같아 나는 숨을 쉴 수 없어 가슴이 터질 것만 같아 Luving U Luving U 널 사랑하다 너만 사랑하다 늙고 지쳐 쓰러져 버려도 Oh 난 Only U Only U Oh 다 주고만 싶은 내겐 오직 한 사람 Luving U 이제야 알 것만 같아 사랑이 뭔지 Ah 내 맘에 올 것만 같아 널 기다리고 있어 사진을 바라보다가 또 몰래 입을 맞추고 밤하늘 바라보다가 저 별을 따다 주고 싶어 네게로 달려가고 있어 Luving U Luving U 널 사랑하다 너만 사랑하다 늙고 지쳐 쓰러져 버려도 Oh 난 Only U Only U Oh 다 주고만 싶은 내겐 오직 한 사람 Luving U 쫓고 쫓아 너만을 쫓아 찾고 찾아 너만을 찾아 너를 찾아 달려가 또 다시 Luving U Luving U 넌 누구보다 세상 누구보다 아름다워 너무나 눈부셔 Oh 난 Cause U Because U 난 누구보다 너무 행복하다 니가 있어 소리쳐 부른다 불러 Only U Only U 나 이렇게 고백해 제발 나를 받아줘 Luving U  ,17884,1821
크래커 (CRACKER),그런 날 (Feat. 김호연 of 달 좋은 밤),2018-01-31,밤하늘 그 아래 모두가 잠든 시간 고요한 도시에 내 마음 숨겼던 날 어른이 된 것 같았던 낮 아이가 돼버리는 밤 지나는 바람도 내리는 소나기도 하나둘 모든 게 너로 다 이어지던 날 길을 걷다가 무심코 또 하늘을 올려보는 날 그날 그 밤 그 달빛 아래서 두 손으로 내가 나를 달래고 다 사라질 거야 모두 지나갈 거야 따스하게 잠든 어느 날처럼 그날 그 밤 그 별빛 아래서 추운 마음까지 다 이불 덮은 날 누구든지 그냥 안아줬으면 해 스쳐가는 그런 날 서랍 속 오래된 편지를 꺼내보다 눌러 쓴 글 속에 내 모습 발견한 날 시간이 멈추면 좋겠다고 생각해 혹시 네 맘도 그렇지 않니 그날 그 밤 그 달빛 아래서 두 손으로 내가 나를 달래고 다 사라질 거야 모두 지나갈거야 따스하게 잠든 어느 날처럼 그날 그 밤 그 별빛 아래서 추운 마음까지 다 이불 덮은 나를 누구든지 그냥 안아줬으면 해 스쳐가는 그런 날 그런 밤 그런 나 또 그런 ,55836,1822
한동근,그렇게 말해줘서 고마워,2021-04-26,한편의 책 속에 그 결말은 우리의 끝과 닮았고 한 장의 추억이 됐죠 미칠 듯 아플 거란 이별은 그 책 속의 이야기보다 조금 더 아팠죠 모든 기억에 우리가 멈춰있을 거란 말 모두 거짓이었던 거죠 나 혼자만 사랑했으니까 그댈 그린 말이 한없이 나를 찾아와 사랑한 기억을 더욱더 아프게 하고 우리의 사랑은 나 홀로 견뎌온 아픈 사랑인걸 알려줘서 너에게 고마워 모든 기억에 우리가 멈춰있을 거란 말 모두 거짓이었던 거죠 나 혼자만 사랑했으니까 그댈 그린 말이 한없이 나를 찾아와 사랑한 기억을 더욱더 아프게 하고 우리의 사랑은 나 홀로 견뎌온 아픈 사랑인걸 알려줘서 너에게 고마워 이제서야 나 후회하는 건 사랑이라는 그 단어에 모든 걸 다 바쳤다는 거 그댈 그린 말이 한없이 나를 찾아와 사랑한 기억을 더욱더 아프게 하고 우리의 사랑은 나 홀로 견뎌온 아픈 사랑인걸 알려줘서 너에게 고마워 ,10284,1823
폴킴,해변의 여인,2021-05-25,이게 뭐야 이 여름에 방안에만 처박혀 있어 안 되겠어 우리 그냥 이쯤에서 내 품에서 흘린 눈물 너만큼 나 힘이 들어 잃어버린 너의 미소 찾을 수 없을까 안녕하고 돌아서는 그건 아니잖아 사랑을 위한 여행을 하자 바닷가로 빨리 떠나자 야 야 야 야 바다로 그동안의 아픔들 그 속에 모두 버리게 이게 아니야 우린 사랑했잖아 이제 다신 눈물 없는 사랑으로 만들어봐 돌아가면 나 역시도 혼자될 거라고 새벽이 오는 바다에 앉아 얘길 했지 해변의 여인 야 야 야 야 그녀와 떠오르는 태양을 우리는 함께 본 거야 기다리지 마 이제서야 만났어 이제 다신 이별 없는 사랑으로 만들 거야 야 야 야 야 바다로 그동안의 아픔들 그 속에 모두 버리게 이게 아니야 우린 사랑했잖아 이제 다신 눈물 없는 사랑으로 만들어봐 ,3943,1824
황치열,그대는 행복하길 (낮에 뜨는 달 X 황치열),2021-11-08,스치듯 부는 바람에 그대를 떠나보낸다 힘겹게 돌아선 발걸음 끝에 얼마나 울었었는지 사랑 아래서 만났던 인연 선명히 우리 그렸던 밤 하염없이 흩어지는 그댈 부른다 모든 순간이 다 그대였던 가슴 안에 봄을 품어 사는 동안 돌아볼 틈 없이 그대는 행복하길 우연히 그대를 만나 눈부신 꽃을 피우고 그 시간 함께한 따뜻함으로 덧없는 꿈을 꾸었다 사랑 아래서 만났던 인연 선명히 우리 그렸던 밤 하염없이 흩어지는 그댈 부른다 모든 순간이 다 그대였던 가슴 안에 봄을 품어 사는 동안 돌아볼 틈 없이 먼 훗날 또 우리 만나게 되면 그땐 나를 모른 척 지나가주오 다 잊은 것처럼 사랑 속에 다 못했던 인연 내 맘 하나 전하지 못해 속절없이 멀어지는 그댈 바라본다 모든 순간이 다 그대였던 가슴 안에 봄을 품어 사는 동안 돌아볼 틈 없이 그대가 행복하길 ,6685,1825
임한별,그 길에,2018-03-17,멀리 해 저물어가고 낮은 하늘 나는 새는 어디인가 끝이 없는 곳을 향해 힘겨운 날갯짓을 하고 그저 아무런 말 없이 잔잔한 바다 물결 위에 따스한 숨결 놓아두고 날아가 버린 오직 한 사람 그대라는걸 나 그대의 눈물로 그려진 그 길 따라 곁에 늘 머물러줄게요 차가워진 겨울 저녁에 따스히 날아와 기대 쉴 수 있게 그대만이 내 곁에 소리 없이 밤 내려와 희미해 날지 못한다면 외로운 그대 뒤 비추는 빛이 돼 줄게요 오직 한 사람 그게 나란걸 나 그대의 눈물로 그려진 그 길 따라 곁에 늘 머물러줄게요 차가워진 겨울 저녁에 따스히 날아와 기대 쉴 수 있게 내 곁에 워 그대 날개가 되어줄게 이젠 걱정하지 말아요 내 영원이 된 그대 더는 힘들지 않게 사랑해서 아픔이 그려진 그 길 따라 나 그대에게 갈 거예요 차가워진 겨울 저녁에 따스히 날아와 기대 쉴 수 있게 그대만이 곁에서 ,14663,1826
김태현,천일동안,2022-07-22,천일동안 난 우리의 사랑이 영원할 거라 믿어왔었던 거죠 어리석게도 그런 줄로만 알고 있었죠 헤어지자는 말은 참을 수 있었지만 당신의 행복을 빌어줄 내 모습이 낯설어 보이진 않을런지 그 천일동안 알고 있었나요 많이 웃고 또 많이 울던 당신을 항상 지켜주던 감사해 하던 너무 사랑했던 나를 헤어지자는 말을 참을 수 있었지만 당신의 행복을 빌어줄 내 모습이 낯설어 보이진 않을런지 그 천일동안 알고 있었나요 많이 웃고 또 많이 울던 당신을 항상 지켜주던 감사해 하던 너무 사랑했던 나를 보고 싶겠죠 천일이 훨씬 지난 후에라도 역시 그럴테죠 잊진마요 우리 사랑 아름다운 이름들을 그 천일동안 힘들었었나요 혹시 내가 당신을 아프게 했었나요 용서해요 그랬다면 마지막일 거니까요 난 자유롭죠 그날 이후로 다만 그냥 당신이 궁금할 뿐이죠 다음 세상에서라도 우리 다시는 만나지 마요 그 천일동안 잊진마요 우리 사랑 아름다운 이름들을 ,62,1827
