가수명,노래제목,발매일,가사,좋아요수,감정
이석훈,그대를 사랑하는 10가지 이유(2021),2021-05-12,그대 예쁜 목소리로 자장가를 불러줘요 오늘 밤도 그대 내 꿈 속에 나와 함께 살아요 아이같은 그 미소로 나를 보며 웃어주네요 나는 그대라서 참 행복합니다 내가 힘들 때나 많이 아플 때 내 눈물을 고이 닦아주던 그대란 사람 어찌 말을 해야 할까요 첫번째 그대의 마음 나무처럼 나를 쉬게해 두번째 그대의 미소 햇살처럼 나를 밝게 비추고 세번째 그대의 손길 내가 힘들 때마다 품에 안아준 그댈 사랑합니다 내가 슬플 때나 외로워 할 때 내 곁을 따스히 지켜주던 그대란 사람 어찌 말을 해야 할까요 네번째 그대의 온도 내 가슴을 따스하게 해 다섯째 그대의 눈물 더 열심히 나를 살아가게 해 여섯째 그대의 기도 쳐진 어깨를 피게 만들어 주는 그댈 사랑합니다 그대여 더 이상 눈물은 이젠 흘리지 말아요 영원토록 그대를 지킬게요 사랑하는 그댈 보면 바라만 봐도 난 행복해 일곱번째 그대 표정 시무룩한 나를 웃게해 여덟째 그대 목소리 내게 힘을 주는 그대이니까 아홉번째 그대 걸음 못난 날 매일마다 찾아와 주네 열번짼 그대란 선물 그대라서 난 정말 행복합니다 ,13191,regret
아이유,비밀의 화원,2017-09-22, 바람을 타고 날아오르는 새들은 걱정 없이 아름다운 태양 속으로 음표가 되어 나네 향기 나는 연필로 쓴 일기처럼 숨겨두었던 마음 기댈 수 있는 어깨가 있어 비가 와도 젖지 않아 어제의 일들은 잊어 누구나 조금씩은 틀려 완벽한 사람은 없어 실수투성이고 외로운 나를 봐 난 다시 태어난 것만 같아 그대를 만나고부터 그대 나의 초라한 마음을 받아준 순간부터 랄라라릴라 하루하루 조금씩 나아질 거야 그대가 지켜보니 힘을 내야지 행복해져야지 뒤뜰에 핀 꽃들처럼 점심을 함께 먹어야지 새로 연 그 가게에서 새 샴푸를 사러 가야지 아침 하늘빛의 민트향이면 어떨까 난 다시 꿈을 꾸게 되었어 그대를 만나고부터 그대 나의 초라한 마음을 받아준 순간부터 랄라라릴라 월요일도 화요일도 봄에도 겨울에도 해가 질 무렵에도 비둘기를 안은 아이같이 행복해줘 나를 위해서 난 다시 태어난 것만 같아 그대를 만나고부터 그대 나의 초라한 마음을 받아준 순간부터 랄라라릴라 난 다시 꿈을 꾸게 되었어 그대를 만나고부터 그대 나의 초라한 마음을 받아준 순간부터 랄라라릴라  ,176502,regret
별,12월 32일,2002-10-10,올해가 가기 전에 꼭 돌아온다고 걱정하지 말고 기다리면 된다고 기다렸던 만큼 우리 행복할거라고 조금 힘들어도 날 기다려 달라고 그래서 나는 웃으며 기다렸어 기다림은 오히려 즐겁게만 느껴졌어 달력을 한 장씩 넘길 때마다 너의 모습이 보이는 것 같아 하지만 올해가 다 가도록 마지막 달력을 넘기도록 너는 결국 오질 않고 새해만 밝아서 기뻐하는 사람들 속에서 나만 울었어 내게 1월1일은 없다고 내 달력은 끝이 아니라고 32일이라고 33일이라고 니가 올 때까지 나에겐 아직 12월이라고  힘들걸 알지만 쉽지 않을걸 알지만 나의 말을 믿고 기다려 줄 수 있냐고 기달려 준다면 나는 곧 돌아온다고 그리고 영원히 너와 함께 할거라고 떨어지는 낙엽을 바라보며 내 가슴은 조금씩 설레였고 첫눈이 아름답게 내리던 날 니가 올 때가 됐다 생각했어 하지만 올해가 다가도록 마지막 달력을 넘기도록 너는 결국 오질 않고 새해만 밝아서 기뻐하는 사람들 속에서 나만 울었어 내게1월1일은 없다고 내 달력은 끝이 아니라고 32일이라고 33일이라고 니가 올 때까지 나에겐 아직 12월이라고 12월이라고~  ,20583,regret
이루,흰눈,2006-10-09, 한 사람을 너무 사랑했던거죠  얼마나 나를 아프게 할지도 모르고  기뻐했죠 이 세상에 그댈 가진 사람 나 하나 뿐이라며 흰 눈이 내리던 어느 날 그 고운 입술로 날 사랑한다고  안녕이란 말을 하고 그대가 내 곁을 떠나갔죠  몰랐었죠 우리 헤어진다는건  정말 그대가 내 사랑인줄 알았는데 좋아했죠 그대 나와 같은 생각하고 있을거라 믿었죠 흰 눈이 내리던 어느 날 그 고운 입술로 날 사랑한다고 안녕이란 말을 하고 그대가 내 곁을 떠나갔죠 하얀 눈위에 멀어져 가는 그대가 남겨둔 발자국 세며 멍하니 바보처럼 떠나가는 뒷모습 보면서 울었죠 흰 눈이 내리던 어느 날 그 고운 입술로 날 사랑한다고 안녕이란 말을 하고 그대가 내 곁을 떠나갔죠 흰 눈이 내리던 어느 날 그 고운 입술로 날 사랑한다고 안녕이란 말을 하고 그대가 내 곁을 떠나갔죠 내 곁을 떠나갔죠  ,42350,regret
마크툽 (MAKTUB),Marry Me,2014-08-04, 비내리는 날엔 우산이 돼주고 어둠이 오면 빛이 돼줄게 추운 겨울이면 난로가 돼주고 더운 날엔 바람이 될게 잠이 들 때까지 머릴 만져줄게 니가 두려울 때마다 꼭 옆에 있어줄게 갑작스런 맘에 문득 떠나고 싶으면 내일 무슨 일이 있어도 함께 떠나줄게 Marry Me 내 손 잡아줄래요 Marry Me 나와 평생 함께 할래요 남은 나의 모든 삶 오직 그대 남자로 살고 싶어요 Marry Me darling 나와 결혼해줄래요 순간뿐이 아냐 많이 생각했어 헌데 내 사랑을 줄 수 있는 여잔 너밖에 없어 차갑고 어두운 험하고 쓸쓸한 세상 속 평생의 동반자로 함께 걸어가고 싶어 Marry Me 내 손 잡아줄래요 Marry Me 나와 평생 함께 할래요 남은 나의 모든 삶 오직 그대 남자로 살고 싶어요 Marry Me darling 나와 결혼해줄래요 내 안에 숨쉬는 아름 다운 그대 영원히 같은 꿈을 꾼다면 얼마나 좋을까 믿어요 Marry Me 그대와 함께 하는 매일이 내겐 천국이죠 나와 결혼해줄래요 비내리는 날엔 우산이 돼주고 어둠이 오면 빛이 돼줄게  ,204543,regret
김기태,"우연처럼,인연처럼,운명처럼",2021-05-30, 나 우연처럼 그댈 만나서 우리 인연이 되고 운명처럼 사랑이 되었죠 기적 처럼 내게 다가와 내 사람이 되어준 그대 그댄 나의 전부 인거죠 밤이 지쳐 빛나지 않아도 더는 헤메이지 않게 빛이 되어 줄게요 그댄 꿈만 같아서 지금도 믿기질 않네요 평생 내 곁에서만 머물러 줄래요 나 우연처럼 그댈 만나서 우리 인연이 되고 운명처럼 사랑이 되었죠 기적 처럼 내게 다가와 내 사람이 되어준 그대 그댄 나의 전부 인거죠 난 시간에 갇혀있던 아직 자라지 못한 아이였죠 그댈 만나기 전에 캄캄한 밤을 헤메이다 그대라는 별을 만난거죠 난 다시 태어난 거죠 그댈 위해 살아갈게요 그댈 지켜줄게요 항상 그대 편이 되어줄게요 그댈 위한 꿈을 꿀게요 내가 그대의 빛이 될게요 그댄 나의 기적인거죠 그댄 나의 운명이에요  ,9219,regret
로이킴,휘파람,2012-10-22,그대 떠난 여기 노을진 산마루턱엔 아직도 그대 향기가 남아서 이렇게 서있소 나를 두고 가면 얼마나 멀리 가려고 그렇게 가고 싶어서 나를 졸랐나 그대여 나의 어린애 그대는 휘파람 휘이히 불며 떠나가 버렸네 그대여 나의 장미여 사랑하는 그대 내곁을 떠나갈적엔 그래도 섭섭했었나 나를 보며 눈물흘리다 두손잡고 고개 끄덕여 달라 하기에 그렇게 하기 싫어서 나도 울었네 그대여 나의 어린애 그대는 휘파람 휘이히 불며 떠나가 버렸네 그대여 나의 장미여 그대여 나의 어린애 그대는 휘파람 휘이히 불며 떠나가 버렸네 그대여 그대여 그대여 그대여 나의 장미여 ,62981,regret
임영웅,다시 만날 수 있을까,2022-05-02, 너를 위해 해 줄 것이 하나 없어서 보낼 수밖에 없었고 네가 없이 사는 법을 알지 못해서 순간순간을 울었다 후회로 가득한 한숨 자락이 시린 바람처럼 가슴 치는 날 그 언젠가 우리 만날 수 있을까 다시 만날 수 있을까 그리 좋던 예전처럼 그때처럼 되돌아갈 수 있을까 다시 우리가 만나면 무엇을 해야만 할까 서로를 품에 안고서 하염없이 눈물만 흘려볼까 붙잡을 마음이야 없었겠냐마는 그때 난 부끄러웠다 떳떳하게 일어나 널 다시 찾아갈 뜨거운 꿈만 꾸었다 둘이 함께 했던 순간순간이 시린 폭포처럼 쏟아지는 날 그 언젠가 우리 만날 수 있을까 다시 만날 수 있을까 그리 좋던 예전처럼 그때처럼 되돌아갈 수 있을까 다시 우리가 만나면 무엇을 해야만 할까 서로를 품에 안고서 하염없이 눈물만 흘려볼까 그리운 마음이 서럽게 흘러넘쳐 너에게 닿을 때 우리 만날 수 있을까 다시 만날 수 있을까 그리 좋던 예전처럼 그때처럼 되돌아갈 수 있을까 다시 우리가 만나면 무엇을 해야만 할까 서로를 품에 안고서 하염없이 눈물만 흘려볼까  ,56804,regret
세븐틴,캠프파이어,2017-11-06, 너와 내가 함께 우리가 같이 둘러앉아 서로를 바라볼까 너를 닮은 날씨와 꽃길 위에 추억들 모두 적은 쪽지를 앞으로 내서 서로에게 건네주면 돼 보일 듯 말듯했던 우리 속마음을 앞으로 더 쉽게 알아볼 수 있을거야 서로의 눈빛 이젠 알잖아 네 앞에서 쑥스러움뿐이던 내가 어느 새 너와 눈맞춰 오늘따라 달도 가깝게 비치는 밤하늘 밝게 비춘 우리의 노랫소리 우리의 웃음소리 하나 둘씩 튀는 불씨 속에 보이는 우리 추억 더 밝게 빛나고 오늘이 지나가도 함께 만든 이 노래 잊지 않았으면 해 내 옆에 있던 너 네 옆에 있던 나 서로를 만든 우리의 캠프파이어 너는 내게 나는 너에게 뭐가 그리도 참 고마웠는지 잡은 손은 못 떼고 마주친 눈가에도 미소만 늘어가니까 시간은 빨리 가 아쉬운 마음은 벌써 나보다 눈치도 빠르지 속도 모르고 시간은 흘러가지 쉽진 않았지 너와 나 여기까지도 오는 길 서로만 믿고 왔지 금쪽같은 시간 금방 흘러가니까 꽉 붙잡아 두고 싶어 너와 함께니까 내 손엔 통기타와 타오르는 불꽃 앞에 옛 얘기로 출발하는 추억의 기차 밤하늘 밝게 비춘 우리의 노랫소리 우리의 웃음소리 하나 둘씩 튀는 불씨 속에 보이는 우리 추억 더 밝게 빛나고 우리만은 시간에 쫓겨 잊지는 말아요 얼마나 소중한지 얼마나 고마운지 내일 아침에 달빛이 꺼져도 우리 맘은 꺼지지 않아요 힘들고 너 지칠 때 그댈 밝혀 줄게요 환하게 웃어봐요 서로의 힘이 될 수 있게 다 같이 불러봐요 이 밤이 지나도 힘들고 너 지칠 때 그댈 밝혀 줄게요 내 손을 놓지 마요 내 옆에 있던 널 네 옆에 있던 나 서로를 밝힐 우리의 캠프파이어  ,68968,regret
신용재 (2F),사계 (四季),2022-06-08, 따스한 온기가 더 외롭게 한 봄 내리쬔 햇살에 더 고된 여름 긴 하루 지친 계절 지켜준 단 한 사람 멀어진 하늘 걱정 많던 그 가을 얼어버린 창가 맘 시린 겨울 비바람 거친 파도 안아준 그대란 사람 때로는 이 길이 더 서글퍼져도 하나만 기억해 이젠 내가 그대의 모든 계절을 안아줄게 함께라면 무엇도 상관없어 온 세상이 우릴 막아선대도 모든 사람이 등을 돌린대도 어떤 계절이건 다 두렵지 않아 한여름 사막을 걸어도 피할 곳 하나 없는 눈보라도 그대와 함께라면 소란한 세상 속 맘 닫힐 때면 하나만 기억해 이젠 내가 그대의 모든 계절을 안아줄게 함께라면 무엇도 상관없어 온 세상이 우릴 막아선대도 모든 사람이 등을 돌린대도 어떤 계절이건 다 두렵지 않아 한여름 사막을 걸어도 피할 곳 하나 없는 눈보라도 그대와 나 함께라면 너의 손 꼭 잡을게 내 사랑을 니가 느낄 수 있도록 그대의 모든 계절을 함께할게 그댄 그대로 충분해 내 사랑에 그대와 쉴 수 있게 봄 여름 가을 겨울 그대 곁에 ,3519,regret
임영웅,인생찬가,2022-05-02, 꿈처럼 지나간 시간 나는 무얼 찾고 싶었나 지도도 없이 걸어온 삶을 후회하진 않으리 떠난 어제는 떠날 오늘로 남겨지기도 하지 나의 친구여 나의 형제여 내 이름 불러주오 미안하다 나의 인생아 앞만 보며 살아왔구나 찬란한 순간이여 영원하라 내일은 처음 가는 길 언제나처럼 또 두려워 버들강아지 활짝 웃는 날 후회하지 않으리 비가 내리면 노래하리 눈이 내려도 좋아 나의 친구여 나의 형제여 내 이름 불러 주오 미안하다 나의 인생아 앞만 보며 살아왔구나 찬란한 순간이여 영원하라 영원한 순간이여 찬란하라  ,38648,regret
지나,애인이 생기면 하고 싶은 일 (With 비),2010-07-05,남자친구가 생기면 하고 싶던 일 너무나 많아 난 늘 꿈을 꾸었어 첫 번째 길거리에서 키스해 보기 두 번짼 말야 춘천행 새벽 기차 세 번째 소풍 가기 네 번째 등에 업히기 다섯 번째 커플링은 기본 boo boo boo 정말 달콤할 거야 왜 이렇게 두근 두근 두근 뛰니 생각만 해도 한 가지씩 매일 매일 매일 너와 다 해 볼 거야 난 네가 있어 하루가 즐거워 이제는 둘이라는 게 내 소중한 너 baby baby baby baby boo 여자친구가 생기면 하고 싶던 일 내게도 많아 항상 부러워 했어 여섯 째 심야영화 일곱 째 놀이동산도 여덟 번째 깜짝 이벤트도 boo boo boo 정말 행복할 거야 왜 이렇게 두근 두근 두근 뛰니 생각만 해도 한 가지씩 매일 매일 매일 너와 다 해 볼 거야 난 네가 있어 하루가 즐거워 이제는 둘이라는 게 내 소중한 너 baby baby baby baby boo 혼자였던 생일이 할 일 없던 주말이 이름 붙은 날들이 이젠 기다려져 둘이라서 좋아 함께라서 좋아 어디에 있든지 또 무얼 하든지 너와 나 그 중에 제일 제일 제일 하고 싶던 한 가지 널 사랑해 그 말 그 말 그 말 한 번 말해 보는 일 널 사랑해 그 말 그 말 그 말 한 번 들어 보는 일 내게 와 줘서 너무나 고마워 내 곁에 네가 있는 게 나만의 사랑 baby baby baby baby boo baby baby baby baby boo  ,18405,regret
로이킴,북두칠성,2015-12-04, 외로움에 사무쳐 억지로 몸을 끌고 나와 조용한 카페에 앉아서 길을 지나가는 사람들의 표정을 보다 왠지 나만 이런 것 같아 더 슬퍼오면 주변에 심어진 수많은 나무들을 바라봐 아무도 알아주진 않지만 우뚝 서 있잖아 집에 가는 길엔 나를 그리며 하늘을 바라봐 줄래 북두칠성이 보이니 빛나는 별들을 천천히 이어가며 나를 기다려 주길 북두칠성이 보이니 니가 있는 곳이 어디든 난 따라가 그 길을 비춰줄게 오랜만에 날씨가 좋아 책을 들고 나와 집 앞 공원에 앉아서 책을 읽다 바라본 구부정한 그림자가 오늘따라 더 초라해 보이면 주변에 놓여진 외로운 가로등을 바라봐 아무도 알아주진 않지만 우뚝 서 있잖아 집에 가는 길엔 나를 그리며 하늘을 바라봐 줄래 북두칠성이 보이니 빛나는 별들을 천천히 이어가며 나를 기다려 주길 북두칠성이 보이니 니가 있는 곳이 어디든 난 따라가 그 길을 비춰줄게 그 길을 비춰줄게  ,76866,regret
